25	79.52
 4943.46      60	12,43,60,3,32,36,47,18,55,58,54,4,45,28,13,42,34,19,31,33,8,35,30,40,25,57,41,15,16,48,17,5,7,21,11,20,46,53,9,56,44,22,59,14,26,39,52,2,37,29,10,24,6,50,23,51,1,27,49,38	24,14,0,0,18,4,18,15,3,0,5,0,11,11,15,0,4,0,11,26,5,20,5,9,5,1,5,18,4,14,12,0,1,3,7,0,1,14,3,1,14,14,0,26,4,0,0,2,3,13,11,3,9,0,0,3,0,0,4,0
 4966.51     111	3,60,43,12,4,54,55,47,36,32,18,58,59,33,8,35,34,49,28,30,6,39,2,37,45,10,20,11,1,27,50,48,16,9,56,17,24,5,7,26,13,42,40,25,41,15,53,46,57,14,29,44,22,31,23,19,21,52,51,38	24,14,0,0,18,14,15,15,3,15,5,0,11,11,15,15,4,0,11,26,5,4,5,6,5,1,11,11,4,14,1,0,0,4,4,0,14,1,1,3,6,1,0,7,3,1,0,2,3,1,3,2,3,0,0,3,0,0,4,0
 4934.34      41	3,60,43,12,32,36,47,55,58,18,54,4,50,35,48,16,45,28,23,14,26,51,7,5,17,33,8,10,20,1,27,39,56,46,57,24,37,11,21,2,30,9,49,34,53,15,41,25,40,29,6,19,59,13,42,44,52,31,22,38	24,14,0,0,18,4,15,15,3,0,15,0,11,11,14,0,0,0,11,26,5,18,5,1,5,1,3,18,4,14,14,0,4,4,26,0,14,2,1,3,14,1,0,7,3,1,0,2,3,13,3,2,3,0,0,3,0,0,4,0
  4938.1      47	3,60,43,12,32,36,47,55,18,58,54,4,59,13,42,40,25,41,15,53,46,57,27,1,14,7,5,24,17,37,56,8,45,9,30,26,29,49,10,44,22,31,23,19,39,6,28,20,11,21,50,48,16,33,52,35,51,34,2,38	24,14,0,0,24,15,18,1,3,0,5,0,11,11,14,0,0,0,11,26,5,18,5,9,5,1,3,18,4,14,14,0,4,4,14,0,14,14,1,1,14,3,0,7,3,1,0,2,3,13,3,3,9,0,0,3,0,0,4,0
 4890.41      22	3,60,43,12,36,58,47,18,55,32,54,4,45,28,13,1,51,23,50,6,24,10,29,37,2,52,39,26,14,59,22,44,56,9,53,46,20,11,21,7,5,17,48,16,15,41,57,25,40,30,35,8,33,31,19,34,42,27,49,38	24,14,0,0,24,4,18,15,3,0,0,0,11,11,15,0,4,0,11,26,5,20,5,6,5,5,5,18,5,14,12,0,1,4,7,0,14,1,3,3,6,1,0,7,3,0,0,1,6,13,18,3,9,0,0,3,0,0,4,0
 4932.04      40	12,43,60,3,32,36,47,55,58,18,54,4,50,35,48,16,45,28,23,14,26,51,7,5,17,33,8,10,20,1,27,39,56,59,34,49,13,42,40,25,41,46,53,15,57,11,6,2,37,9,30,24,52,21,29,44,22,31,19,38	24,14,0,0,18,4,15,15,3,15,5,0,11,11,15,0,0,0,11,26,5,20,5,9,5,1,5,11,4,14,14,0,4,4,14,0,1,14,1,3,14,3,0,7,4,1,0,2,3,13,11,3,3,0,0,3,0,0,4,0
 4946.26      67	3,60,12,43,32,36,47,18,55,58,54,4,45,28,13,42,34,19,31,33,8,35,30,40,25,57,41,15,16,48,17,5,7,21,11,20,46,53,9,56,44,22,59,14,26,39,52,2,37,24,50,27,1,6,49,51,23,29,10,38	24,14,0,0,18,4,18,15,3,0,15,0,11,11,15,0,0,0,11,26,5,18,5,1,5,1,5,11,4,14,14,0,1,4,26,0,1,2,3,3,14,1,0,26,4,1,0,2,3,13,3,2,3,0,0,3,0,0,4,0
 4954.88      75	12,43,60,3,32,36,47,55,54,18,58,4,41,57,25,40,7,14,30,26,21,56,59,13,42,15,11,23,20,46,53,9,45,50,34,35,8,33,28,16,48,1,10,39,27,5,24,17,37,29,49,44,22,31,19,6,52,51,2,38	24,14,0,0,18,4,15,15,3,15,0,0,11,15,15,0,4,0,11,26,5,20,11,9,5,1,11,18,4,14,5,0,0,4,14,0,1,1,1,1,14,1,0,7,3,1,0,2,6,13,3,3,3,0,0,3,0,0,4,0
  4935.8      46	12,43,60,3,32,36,47,55,18,58,54,4,59,13,42,40,25,41,15,53,17,24,5,7,14,1,27,57,46,37,56,8,45,9,30,26,29,49,10,44,22,31,23,19,6,39,28,20,11,21,50,48,16,33,52,35,51,34,2,38	24,14,0,0,24,4,18,1,3,15,5,0,11,15,15,0,4,0,11,26,5,20,11,9,5,1,11,18,4,14,11,0,8,4,14,0,14,14,1,1,14,1,0,7,3,1,0,2,6,13,3,3,3,0,0,3,0,0,4,0
 4963.18     106	3,43,60,12,54,55,47,36,32,18,58,4,59,33,8,35,34,49,28,11,6,39,2,37,45,10,20,30,1,27,50,48,16,9,56,17,24,5,7,14,57,46,53,15,13,51,23,25,40,42,41,26,21,44,52,19,31,22,29,38	24,14,0,0,18,14,18,15,15,0,0,0,11,11,26,15,4,0,14,26,5,20,5,9,5,1,11,18,5,14,12,0,0,4,7,0,14,1,1,3,6,1,0,7,3,0,0,2,6,1,18,3,9,0,0,3,0,0,4,0
 4964.94     110	12,43,60,3,55,54,4,47,36,32,18,58,59,33,8,35,34,49,28,30,6,39,2,37,45,10,20,11,50,48,16,14,23,13,42,53,46,24,52,21,15,41,40,25,57,7,5,17,1,27,56,51,26,9,29,44,19,31,22,38	24,14,0,0,18,4,15,15,3,0,15,0,4,11,15,4,1,0,12,26,5,20,11,9,5,9,5,18,4,14,1,0,4,4,14,0,14,14,1,3,6,3,0,7,3,1,0,2,3,1,11,2,3,0,0,3,0,0,4,0
  4938.6      53	3,60,12,43,32,36,47,55,18,58,54,4,59,13,42,40,25,41,15,53,46,57,27,1,14,7,52,2,16,48,35,11,20,28,6,39,19,23,45,51,50,24,10,29,37,26,22,44,56,9,21,5,17,30,8,33,31,34,49,38	24,14,0,0,18,4,15,15,3,0,0,0,11,11,15,0,4,0,11,26,5,20,5,9,5,5,11,18,5,14,14,0,1,4,14,0,14,1,3,3,6,1,0,7,3,1,0,1,6,13,3,3,9,0,0,3,0,0,4,0
 4569.36      19	12,43,60,3,36,47,32,55,58,50,4,54,18,35,48,16,28,20,1,27,39,8,45,10,37,2,7,49,56,51,34,57,25,40,42,13,59,26,30,9,17,5,14,6,11,21,52,24,46,53,15,41,33,19,23,31,22,44,29,38	24,14,0,0,18,4,15,15,3,0,5,0,15,11,4,0,1,0,11,26,5,18,11,1,5,5,5,4,5,14,11,0,4,15,14,0,14,1,1,3,6,1,0,7,4,1,0,2,6,0,11,3,3,0,0,3,0,0,4,0
  4888.1      21	12,43,60,3,36,58,47,18,55,32,54,4,45,28,13,1,51,23,50,6,24,10,29,37,2,52,39,26,25,57,41,15,16,48,17,5,7,21,11,20,46,53,9,56,44,22,59,14,40,30,35,8,33,31,19,34,42,27,49,38	24,14,0,0,24,4,18,15,3,15,0,0,11,11,15,0,0,0,11,26,5,20,5,9,5,1,5,11,4,14,14,0,4,4,7,0,1,14,3,3,14,3,0,7,3,1,0,2,3,13,18,3,9,0,0,3,0,0,4,0
 4924.15      31	12,43,60,3,36,32,47,55,58,18,54,4,50,35,48,16,45,28,23,14,26,51,7,5,17,33,8,10,20,1,27,13,49,34,59,56,39,42,40,25,41,46,53,15,57,11,6,2,37,9,30,24,52,21,29,44,22,31,19,38	24,14,0,0,18,4,15,15,3,15,5,0,11,15,15,0,4,0,11,26,5,20,5,6,5,1,5,18,4,14,14,0,0,4,14,0,12,1,1,3,14,3,0,7,3,1,0,2,3,13,11,3,3,0,0,3,0,0,4,0
